id,name,brand,category,description,price,original_price,stock_quantity,gender,season,color,sizes,features,rating,review_count,is_active,discount_pct,embedding_text
11,Reebok Elite Koşu Boost,Reebok,Koşu Ayakkabısı,"Reebok Elite Koşu Boost, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3780.0,3780.0,27,erkek,yazlık,Yeşil,"[""36"", ""37"", ""38"", ""39"", ""42"", ""43"", ""44"", ""45""]","[""geni\u015f burun"", ""y\u00fcksek ko\u015fu verimi""]",3.5,97,True,0.0,"Reebok Elite Koşu Boost. Marka: Reebok. Kategori: Koşu Ayakkabısı. Reebok Elite Koşu Boost, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, yüksek koşu verimi. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş burun, yüksek koşu verimi. Fiyat: 3780.0 TL. Sezon: yazlık. Renk: Yeşil. Cinsiyet: erkek."
12,Columbia Profesyonel Koşu X,Columbia,Koşu Ayakkabısı,"Columbia Profesyonel Koşu X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2670.0,2670.0,15,kadın,yazlık,Turuncu,"[""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""yast\u0131kl\u0131 taban"", ""karbon plaka""]",3.3,1,True,0.0,"Columbia Profesyonel Koşu X. Marka: Columbia. Kategori: Koşu Ayakkabısı. Columbia Profesyonel Koşu X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yastıklı taban, karbon plaka. Fiyat: 2670.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: kadın."
13,New Balance Pro Spor V2,New Balance,Spor Tişört,"New Balance Pro Spor V2, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",200.0,200.0,128,unisex,yazlık,Mavi,"[""L"", ""XL"", ""XS"", ""XXL""]","[""reflektif bant"", ""antimikrobiyal""]",4.8,271,True,0.0,"New Balance Pro Spor V2. Marka: New Balance. Kategori: Spor Tişört. New Balance Pro Spor V2, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, antimikrobiyal. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: reflektif bant, antimikrobiyal. Fiyat: 200.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: unisex."
14,Salomon Profesyonel Spor Lite,Salomon,Spor Ayakkabı,"Salomon Profesyonel Spor Lite, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, terletmeyen, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",430.0,590.0,144,unisex,yazlık,Sarı,"[""37"", ""38"", ""39"", ""41"", ""43"", ""45""]","[""nefes alan"", ""terletmeyen"", ""ortopedik""]",4.0,478,True,27.1,"Salomon Profesyonel Spor Lite. Marka: Salomon. Kategori: Spor Ayakkabı. Salomon Profesyonel Spor Lite, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, terletmeyen, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, terletmeyen, ortopedik. Fiyat: 430.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: unisex."
15,Skechers Pro Spor Boost,Skechers,Spor Şort,"Skechers Pro Spor Boost, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",250.0,370.0,17,erkek,yazlık,Mor,"[""L"", ""M"", ""S"", ""XL"", ""XS""]","[""esnek bel"", ""hafif""]",4.8,189,True,32.4,"Skechers Pro Spor Boost. Marka: Skechers. Kategori: Spor Şort. Skechers Pro Spor Boost, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: esnek bel, hafif. Fiyat: 250.0 TL. Sezon: yazlık. Renk: Mor. Cinsiyet: erkek."
16,Adidas Ultra Spor 3.0,Adidas,Spor Şort,"Adidas Ultra Spor 3.0, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",520.0,520.0,52,kadın,yazlık,Gri,"[""L"", ""M"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""geni\u015f kesim""]",4.4,436,True,0.0,"Adidas Ultra Spor 3.0. Marka: Adidas. Kategori: Spor Şort. Adidas Ultra Spor 3.0, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: esnek bel, geniş kesim. Fiyat: 520.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: kadın."
17,Asics Profesyonel Koşu X,Asics,Koşu Ayakkabısı,"Asics Profesyonel Koşu X, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, karbon plaka, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3020.0,4460.0,176,unisex,4 mevsim,Yeşil,"[""38"", ""39"", ""41"", ""44""]","[""y\u00fcksek ko\u015fu verimi"", ""karbon plaka"", ""hafif"", ""geni\u015f burun""]",4.8,279,True,32.3,"Asics Profesyonel Koşu X. Marka: Asics. Kategori: Koşu Ayakkabısı. Asics Profesyonel Koşu X, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, karbon plaka, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, karbon plaka, hafif, geniş burun. Fiyat: 3020.0 TL. Sezon: 4 mevsim. Renk: Yeşil. Cinsiyet: unisex."
18,Nike Pro Spor 3.0,Nike,Spor Tişört,"Nike Pro Spor 3.0, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",450.0,450.0,104,unisex,yazlık,Beyaz,"[""L"", ""S"", ""XL"", ""XXL""]","[""UV korumal\u0131"", ""h\u0131zl\u0131 kuruyan""]",4.9,383,True,0.0,"Nike Pro Spor 3.0. Marka: Nike. Kategori: Spor Tişört. Nike Pro Spor 3.0, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: UV korumalı, hızlı kuruyan. Fiyat: 450.0 TL. Sezon: yazlık. Renk: Beyaz. Cinsiyet: unisex."
19,Puma Comfort Spor 3.0,Puma,Spor Ayakkabı,"Puma Comfort Spor 3.0, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, su geçirmez, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",940.0,940.0,89,kadın,yazlık,Kırmızı,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""y\u00fcksek taban"", ""su ge\u00e7irmez"", ""hafif"", ""terletmeyen"", ""amortis\u00f6rl\u00fc""]",3.6,407,True,0.0,"Puma Comfort Spor 3.0. Marka: Puma. Kategori: Spor Ayakkabı. Puma Comfort Spor 3.0, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, su geçirmez, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, su geçirmez, hafif, terletmeyen, amortisörlü. Fiyat: 940.0 TL. Sezon: yazlık. Renk: Kırmızı. Cinsiyet: kadın."
20,Columbia Elite Spor Lite,Columbia,Spor Şort,"Columbia Elite Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, dar kesim, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",520.0,520.0,80,erkek,yazlık,Beyaz,"[""L"", ""S"", ""XL"", ""XXL""]","[""esnek bel"", ""dar kesim"", ""h\u0131zl\u0131 kuruyan"", ""geni\u015f kesim""]",3.9,261,True,0.0,"Columbia Elite Spor Lite. Marka: Columbia. Kategori: Spor Şort. Columbia Elite Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, dar kesim, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: esnek bel, dar kesim, hızlı kuruyan, geniş kesim. Fiyat: 520.0 TL. Sezon: yazlık. Renk: Beyaz. Cinsiyet: erkek."
21,Reebok Profesyonel Spor Max,Reebok,Spor Ayakkabı,"Reebok Profesyonel Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, yüksek taban, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1300.0,1300.0,184,kadın,4 mevsim,Sarı,"[""38"", ""40"", ""41"", ""42"", ""44"", ""45""]","[""kaymaz taban"", ""y\u00fcksek taban"", ""terletmeyen""]",4.8,259,True,0.0,"Reebok Profesyonel Spor Max. Marka: Reebok. Kategori: Spor Ayakkabı. Reebok Profesyonel Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, yüksek taban, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: kaymaz taban, yüksek taban, terletmeyen. Fiyat: 1300.0 TL. Sezon: 4 mevsim. Renk: Sarı. Cinsiyet: kadın."
22,New Balance Elite Spor Lite,New Balance,Spor Tişört,"New Balance Elite Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, hafif, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",330.0,330.0,155,kadın,yazlık,Gri,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""antimikrobiyal"", ""hafif"", ""h\u0131zl\u0131 kuruyan"", ""UV korumal\u0131"", ""reflektif bant""]",4.3,238,True,0.0,"New Balance Elite Spor Lite. Marka: New Balance. Kategori: Spor Tişört. New Balance Elite Spor Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, hafif, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: antimikrobiyal, hafif, hızlı kuruyan, UV korumalı, reflektif bant. Fiyat: 330.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: kadın."
23,Asics Speed Spor Lite,Asics,Spor Ayakkabı,"Asics Speed Spor Lite, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",380.0,490.0,196,erkek,yazlık,Lacivert,"[""36"", ""37"", ""38"", ""39"", ""40"", ""42"", ""43"", ""44"", ""45""]","[""hafif"", ""nefes alan"", ""amortis\u00f6rl\u00fc"", ""su ge\u00e7irmez""]",3.1,212,True,22.4,"Asics Speed Spor Lite. Marka: Asics. Kategori: Spor Ayakkabı. Asics Speed Spor Lite, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, nefes alan, amortisörlü, su geçirmez. Fiyat: 380.0 TL. Sezon: yazlık. Renk: Lacivert. Cinsiyet: erkek."
24,Reebok Ultra Spor V2,Reebok,Spor Ayakkabı,"Reebok Ultra Spor V2, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, ortopedik, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3460.0,3460.0,193,kadın,yazlık,Mor,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""terletmeyen"", ""ortopedik"", ""hafif"", ""amortis\u00f6rl\u00fc"", ""y\u00fcksek taban""]",4.8,313,True,0.0,"Reebok Ultra Spor V2. Marka: Reebok. Kategori: Spor Ayakkabı. Reebok Ultra Spor V2, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, ortopedik, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: terletmeyen, ortopedik, hafif, amortisörlü, yüksek taban. Fiyat: 3460.0 TL. Sezon: yazlık. Renk: Mor. Cinsiyet: kadın."
25,New Balance Pro Koşu Plus,New Balance,Koşu Ayakkabısı,"New Balance Pro Koşu Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1940.0,1940.0,35,kadın,yazlık,Mavi,"[""36"", ""37"", ""38"", ""39"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""geni\u015f burun"", ""hafif""]",3.3,196,True,0.0,"New Balance Pro Koşu Plus. Marka: New Balance. Kategori: Koşu Ayakkabısı. New Balance Pro Koşu Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş burun, hafif. Fiyat: 1940.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: kadın."
26,Reebok Elite Spor Boost,Reebok,Spor Tişört,"Reebok Elite Spor Boost, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",950.0,1190.0,107,kadın,4 mevsim,Siyah,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""hafif"", ""reflektif bant""]",4.1,376,True,20.2,"Reebok Elite Spor Boost. Marka: Reebok. Kategori: Spor Tişört. Reebok Elite Spor Boost, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, reflektif bant. Fiyat: 950.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: kadın."
27,Nike Elite Koşu 3.0,Nike,Koşu Ayakkabısı,"Nike Elite Koşu 3.0, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, karbon plaka, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3040.0,4130.0,34,kadın,yazlık,Sarı,"[""37"", ""40"", ""41"", ""42""]","[""geni\u015f burun"", ""karbon plaka"", ""nefes alan"", ""y\u00fcksek ko\u015fu verimi"", ""hafif""]",4.7,93,True,26.4,"Nike Elite Koşu 3.0. Marka: Nike. Kategori: Koşu Ayakkabısı. Nike Elite Koşu 3.0, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, karbon plaka, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş burun, karbon plaka, nefes alan, yüksek koşu verimi, hafif. Fiyat: 3040.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: kadın."
